No	Livre	Book	Vol	Series	Pages	Region	Type of Place	Place Raw	"Place Raw, Paris, France"	Quartier	Lat	Long	"Lat, Long"	Description	Types Involved	Characters (Full Name)	Characters (CSV)
	Splendeurs et misères des courtisanes	SMC	XV	La Comédie Humaine	136	The Richer Bourgeoisie	Street	rue des Moineaux	"rue des Moineaux, Paris, France"		48.86715	2.333819	"48.86715, 2.333819"	"Peyrade lived in the rue des Moineaux, corner of the rue Saint-Roch; know under the name of Canqn&ffle;description of the place"		Peyrade	
	Splendeurs et misères des courtisanes	SMC	XV	La Comédie Humaine	137	The Richer Bourgeoisie	Street	rue des Moineaux	"rue des Moineaux, Paris, France"		48.86715	2.333819	"48.86715, 2.333819"	"Peyrade lived in the rue des Moineaux, corner of the rue Saint-Roch; know under the name of Canqn&ffle;description of the place"		Peyrade	
	Splendeurs et misères des courtisanes	SMC	XV	La Comédie Humaine	138	The Richer Bourgeoisie	Street	rue des Moineaux	"rue des Moineaux, Paris, France"		48.86715	2.333819	"48.86715, 2.333819"	"Peyrade lived in the rue des Moineaux, corner of the rue Saint-Roch; know under the name of Canqn&ffle;description of the place"		Peyrade	
	Splendeurs et misères des courtisanes	SMC	XV	La Comédie Humaine	140	The Richer Bourgeoisie	Street	rue des Moineaux	"rue des Moineaux, Paris, France"		48.86715	2.333819	"48.86715, 2.333819"	"Peyrade lived in the rue des Moineaux, corner of the rue Saint-Roch; know under the name of Canqn&ffle;description of the place"		Peyrade	
	Splendeurs et misères des courtisanes	SMC	XV	La Comédie Humaine	260	The Richer Bourgeoisie	Street	rue des Moineaux	"rue des Moineaux, Paris, France"		48.86715	2.333819	"48.86715, 2.333819"	"Peyrade lived in the rue des Moineaux, corner of the rue Saint-Roch; know under the name of Canqn&ffle;description of the place"		Peyrade	
	Splendeurs et misères des courtisanes	SMC	XV	La Comédie Humaine	263	The Richer Bourgeoisie	Street	rue des Moineaux	"rue des Moineaux, Paris, France"		48.86715	2.333819	"48.86715, 2.333819"	"Peyrade lived in the rue des Moineaux, corner of the rue Saint-Roch; know under the name of Canqn&ffle;description of the place"		Peyrade	
	Splendeurs et misères des courtisanes	SMC	XV	La Comédie Humaine	293	The Richer Bourgeoisie	Street	rue des Moineaux	"rue des Moineaux, Paris, France"		48.86715	2.333819	"48.86715, 2.333819"	"Peyrade lived in the rue des Moineaux, corner of the rue Saint-Roch; know under the name of Canqn&ffle;description of the place"		Peyrade	
	Splendeurs et misères des courtisanes	SMC	XV	La Comédie Humaine	310	The Richer Bourgeoisie	Street	rue des Moineaux	"rue des Moineaux, Paris, France"		48.86715	2.333819	"48.86715, 2.333819"	"Peyrade lived in the rue des Moineaux, corner of the rue Saint-Roch; know under the name of Canqn&ffle;description of the place"		Peyrade	
	Splendeurs et misères des courtisanes	SMC	XV	La Comédie Humaine	313	The Richer Bourgeoisie	Street	rue des Moineaux	"rue des Moineaux, Paris, France"		48.86715	2.333819	"48.86715, 2.333819"	"Peyrade lived in the rue des Moineaux, corner of the rue Saint-Roch; know under the name of Canqn&ffle;description of the place"		Peyrade	
	Splendeurs et misères des courtisanes	SMC	XV	La Comédie Humaine	315	The Richer Bourgeoisie	Street	rue des Moineaux	"rue des Moineaux, Paris, France"		48.86715	2.333819	"48.86715, 2.333819"	"Peyrade lived in the rue des Moineaux, corner of the rue Saint-Roch; know under the name of Canqn&ffle;description of the place"		Peyrade	
	Les petits bourgeois	PB	XX	La Comédie Humaine	58	The Richer Bourgeoisie	Street	rue des Moineaux	"rue des Moineaux, Paris, France"		48.86715	2.333819	"48.86715, 2.333819"	Mongenod lived in the rue des Moineaux		Mongenod	Mongenod
	Petit dictionnaire critique des enseignes de Paris	DE	XX	Oeuvres diverses	275	The Richer Bourgeoisie	Street	rue des Moineaux	"rue des Moineaux, Paris, France"		48.86715	2.333819	"48.86715, 2.333819"	"A Ia Fontaine de Jouvence, novelties, rue des Moineaux, 3"			A Ia Fontaine de Jouvence
	Petit dictionnaire critique des enseignes de Paris	DE	XX	Oeuvres diverses	281	The Richer Bourgeoisie	Street	rue des Moineaux	"rue des Moineaux, Paris, France"		48.86715	2.333819	"48.86715, 2.333819"	"A Ia Fontaine de Jouvence, novelties, rue des Moineaux, 3"			
	Petit dictionnaire critique des enseignes de Paris	DE	XXXVIII	Enseignes de Paris	191	The Richer Bourgeoisie	Street	rue des Moineaux	"rue des Moineaux, Paris, France"		48.86715	2.333819	"48.86715, 2.333819"	"Peyrade lives in the rue des Moineaux, corner of the rue Neuve-Saint-Roch"		Peyrade	Peyrade
	Splendeurs et misères des courtisanes	SMC	XV	La Comédie Humaine	138	The Richer Bourgeoisie		rue des Moineaux	"rue des Moineaux, Paris, France"		48.86715	2.333819	"48.86715, 2.333819"	Peyrade’s house described		Peyrade	Peyrade
	Splendeurs et misères des courtisanes	SMC	XV	La Comédie Humaine	136	The Richer Bourgeoisie	Street	rue Saint-Roch	"rue Saint-Roch, Paris, France"		48.865278	2.3325	"48.865278, 2.3325"	Corentin passes through the rue Saint-Roch		Corentin	Corentine
	Splendeurs et misères des courtisanes	SMC	XV	La Comédie Humaine	137	The Richer Bourgeoisie	Street	rue Saint-Roch	"rue Saint-Roch, Paris, France"		48.865278	2.3325	"48.865278, 2.3325"	Corentin passes through the rue Saint-Roch		Corentin	
	Splendeurs et misères des courtisanes	SMC	XV	La Comédie Humaine	315	The Richer Bourgeoisie	Street	rue Saint-Roch	"rue Saint-Roch, Paris, France"		48.865278	2.3325	"48.865278, 2.3325"	César lives between Saint-Roch and the rue de Ia Sourdière		César Birotteau	César
	Histoire de la grandeur et la décadence de César Birotteau	GDCB	XIV	La Comédie Humaine	31	The Richer Bourgeoisie	Church	Saint-Roch church	"Saint-Roch church, Paris, France"		48.865278	2.3325	"48.865278, 2.3325"	Saint-Roch church			
	Un Épidode sous la Terreur	ET	XXI	La Comédie Humaine	24	The Richer Bourgeoisie	Church	Saint-Roch church	"Saint-Roch church, Paris, France"		48.865278	2.3325	"48.865278, 2.3325"	The Affaire Saint-Roch” ; César injured there (1795)			
	Histoire de la grandeur et la décadence de César Birotteau	GDCB	XIV	La Comédie Humaine	9	The Richer Bourgeoisie	Church	Saint-Roch	"Saint-Roch, Paris, France"		48.865278	2.3325	"48.865278, 2.3325"	Mme César takes up collection at Saint-Roch		Mme César	
	Histoire de la grandeur et la décadence de César Birotteau	GDCB	XIV	La Comédie Humaine	29	The Richer Bourgeoisie	Church	Saint-Roch	"Saint-Roch, Paris, France"		48.865278	2.3325	"48.865278, 2.3325"	Mme César takes up collection at Saint-Roch		Mme César	
	Histoire de la grandeur et la décadence de César Birotteau	GDCB	XIV	La Comédie Humaine	31	The Richer Bourgeoisie	Church	Saint-Roch	"Saint-Roch, Paris, France"		48.865278	2.3325	"48.865278, 2.3325"	Mme César takes up collection at Saint-Roch		Mme César	
	Histoire de la grandeur et la décadence de César Birotteau	GDCB	XIV	La Comédie Humaine	34	The Richer Bourgeoisie	Church	Saint-Roch	"Saint-Roch, Paris, France"		48.865278	2.3325	"48.865278, 2.3325"	Mme César takes up collection at Saint-Roch		Mme César	
	Histoire de la grandeur et la décadence de César Birotteau	GDCB	XIV	La Comédie Humaine	82	The Richer Bourgeoisie	Church	Saint-Roch	"Saint-Roch, Paris, France"		48.865278	2.3325	"48.865278, 2.3325"	Mme César takes up collection at Saint-Roch		Mme César	
	Histoire de la grandeur et la décadence de César Birotteau	GDCB	XIV	La Comédie Humaine	52	The Richer Bourgeoisie		Saint-Roch	"Saint-Roch, Paris, France"		48.865278	2.3325	"48.865278, 2.3325"	"A mass to be founded for Esther at Saint-Roche, by Lucien, according to her will"		Lucien::Esther	Lucien
	Histoire de la grandeur et la décadence de César Birotteau	GDCB	XIV	La Comédie Humaine	122	The Richer Bourgeoisie		Saint-Roch	"Saint-Roch, Paris, France"		48.865278	2.3325	"48.865278, 2.3325"	"A mass to be founded for Esther by Lucien, according to her will"		Lucien::Esther	
	Splendeurs et misères des courtisanes	SMC	XV	La Comédie Humaine	336	The Richer Bourgeoisie	Church	Saint-Roch	"Saint-Roch, Paris, France"		48.865278	2.3325	"48.865278, 2.3325"	Saint-Roch; a devout woman taking up collection with the quéen		Lucien::Esther	
	Physiologie du mariage	PM	XXXIII	La Comédie Humaine	61	The Richer Bourgeoisie	Church	Saint-Roch	"Saint-Roch, Paris, France"		48.865278	2.3325	"48.865278, 2.3325"	Mme Jules’ corpse at Saint-Roch; description		Mme Jules	Mmc Jules
	Ferragus	F	XIII	La Comédie Humaine	132	The Richer Bourgeoisie	Church	Saint-Roch	"Saint-Roch, Paris, France"		48.865278	2.3325	"48.865278, 2.3325"	M. de Ia Billardière’s rites at Saint-Roch		M. de Ia Billardière	
	Les employés	E	XIX	La Comédie Humaine	80	The Richer Bourgeoisie	Church	Saint-Roch	"Saint-Roch, Paris, France"		48.865278	2.3325	"48.865278, 2.3325"	"""Annuitant dandies” at mass at Saint-Roch"			
	Les employés	E	XIX	La Comédie Humaine	174	The Richer Bourgeoisie	Church	Saint-Roch	"Saint-Roch, Paris, France"		48.865278	2.3325	"48.865278, 2.3325"	"""Annuitant dandies” at mass at Saint-Roch"			
	Monographie du Rentier	MoR	XL	Oeuvres diverses	223	The Richer Bourgeoisie	Residence	Saint-Honoré	"Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	The cloister of Saint-Honoré			Cloister
	Vengeance d'Artiste	VA	XXXIX	La Comédie Humaine	262	The Richer Bourgeoisie	Palace	Louvre	"Louvre, Paris, France"		48.86272	2.3352	"48.86272, 2.3352"	The quarter in the middle of the Louvre unfinished; kind of houses; modest rents			
	La cousine Bette	B	XVII	La Comédie Humaine	61	The Richer Bourgeoisie		Louvre	"Louvre, Paris, France"		48.86272	2.3352	"48.86272, 2.3352"	Importance of the Louvre in the XVIIe century			
	La cousine Bette	B	XVII	La Comédie Humaine	62	The Richer Bourgeoisie		Louvre	"Louvre, Paris, France"		48.86272	2.3352	"48.86272, 2.3352"	Importance of the Louvre in the XVIIe century			
	La cousine Bette	B	XVII	La Comédie Humaine	63	The Richer Bourgeoisie		Louvre	"Louvre, Paris, France"		48.86272	2.3352	"48.86272, 2.3352"	Importance of the Louvre in the XVIIe century			
	La duchesse de Langeais	DL	XIII	La Comédie Humaine	177	The Richer Bourgeoisie		Louvre	"Louvre, Paris, France"		48.86272	2.3352	"48.86272, 2.3352"	"Paris being completed thanks to te trowel of Louis. Philippe (March, 1835), especially about the Louvre"		Philippe	philippe
	Lettre aux écrivains français du XIXe siècle	LE	I	Revue de Paris	245	The Richer Bourgeoisie	Street	rue de l’Autruche	"rue de l’Autruche, Paris, France"		48.86027778	2.33916667	"48.86027778, 2.33916667"	The rue de l’Autruche in the XVIth century			
	Splendeurs et misères des courtisanes	SCM	XXX	La Comédie Humaine	285	The Richer Bourgeoisie	Street	rue de Champfleuri 	"rue de Champfleuri , Paris, France"		48.853949	2.29732	"48.853949, 2.29732"	The rue de Champfleuri inhabited by prostitutes			
	Splendeurs et misères des courtisanes	SCM	XXX	La Comédie Humaine	291	The Richer Bourgeoisie	Street	rue de Champfleuri 	"rue de Champfleuri , Paris, France"		48.853949	2.29732	"48.853949, 2.29732"	The rue de Champfleuri inhabited by prostitutes			
	Splendeurs et misères des courtisanes	SCM	XXX	La Comédie Humaine	301	The Richer Bourgeoisie	Street	rue de Champfleuri 	"rue de Champfleuri , Paris, France"		48.853949	2.29732	"48.853949, 2.29732"	The rue de Champfleuri inhabited by prostitutes			
	Les proscrits	Pro	XXXI	La Comédie Humaine	16	The Richer Bourgeoisie	Street	rue de Chartres	"rue de Chartres, Paris, France"		48.88467	2.353617	"48.88467, 2.353617"	"Théâtre du Vaudeville, rue de Chartres"			
	Petit dictionnaire critique des enseignes de Paris	DE	XXXVIII	Enseignes de Paris	185	The Richer Bourgeoisie	Street	rue de Chartres	"rue de Chartres, Paris, France"		48.88467	2.353617	"48.88467, 2.353617"	The rue de Chartres			
	Lettre aux écrivains français du XIXe siècle	Lée	XXXIX	Revue de Paris	650	The Richer Bourgeoisie	Street	rue du Coq	"rue du Coq, Paris, France"		48.87542	2.329836	"48.87542, 2.329836"	Finot’s father a hatter of the rue du Coq (Marengo?)		Finot	Finot
	Histoire de la grandeur et la décadence de César Birotteau	GDCB	XIV	La Comédie Humaine	128	The Richer Bourgeoisie	Street	rue du Coq	"rue du Coq, Paris, France"		48.87542	2.329836	"48.87542, 2.329836"	Finot’s father a hatter of the rue du Coq (Marengo?)		Finot	Finot
	Jane la Pâle	JP		Oeuvres de jeunesse de Balzac	153	The Richer Bourgeoisie	Street	rue du Coq	"rue du Coq, Paris, France"		48.87542	2.329836	"48.87542, 2.329836"	"Doguereau, editor, rue du Coq; Lucien goes there"		Doguereau	Doguereau
	Illusions perdues	IP	XII	La Comédie Humaine	60	The Richer Bourgeoisie	Street	rue du Coq	"rue du Coq, Paris, France"		48.87542	2.329836	"48.87542, 2.329836"	The rue du Coq			
	Illusions perdues	IP	XII	La Comédie Humaine	83	The Richer Bourgeoisie	Street	rue du Coq	"rue du Coq, Paris, France"		48.87542	2.329836	"48.87542, 2.329836"	The rue du Coq			
	Une rue de Paris et son habitant	RP	XL	Oeuvres diverses	639	The Richer Bourgeoisie	Street	rue du Coq	"rue du Coq, Paris, France"		48.87542	2.329836	"48.87542, 2.329836"	"Ricourt, director of l’Artiste, rue du Coq-Saint-Honoré, 4"		Ricourt	Ricourt
	Lettres à sa famille	LF	 	Correspondence	78	The Richer Bourgeoisie	Quarter	rue du Doyenné	"rue du Doyenné, Paris, France"		48.86272	2.3352	"48.86272, 2.3352"	Bette lives in the rue du Doyenné; quarter described		Bette	Bette
	La cousine Bette	B	XVII	La Comédie Humaine	61	The Richer Bourgeoisie	Quarter	rue du Doyenné	"rue du Doyenné, Paris, France"		48.86272	2.3352	"48.86272, 2.3352"	The Marneffes live also in the rue du Doyemié		Marneffes	
	La cousine Bette	B	XVII	La Comédie Humaine	62	The Richer Bourgeoisie	Quarter	rue du Doyenné	"rue du Doyenné, Paris, France"		48.86272	2.3352	"48.86272, 2.3352"	The Marneffes live also in the rue du Doyemié		Marneffes	
	La cousine Bette	B	XVII	La Comédie Humaine	63	The Richer Bourgeoisie	Quarter	rue du Doyenné	"rue du Doyenné, Paris, France"		48.86272	2.3352	"48.86272, 2.3352"	The Marneffes live also in the rue du Doyemié		Marneffes	
	La cousine Bette	B	XVII	La Comédie Humaine	260	The Richer Bourgeoisie	Quarter	rue du Doyenné	"rue du Doyenné, Paris, France"		48.86272	2.3352	"48.86272, 2.3352"	The Marneffes live also in the rue du Doyemié		Marneffes	
	La cousine Bette	B	XVII	La Comédie Humaine	261	The Richer Bourgeoisie	Quarter	rue du Doyenné	"rue du Doyenné, Paris, France"		48.86272	2.3352	"48.86272, 2.3352"	The Marneffes live also in the rue du Doyemié		Marneffes	
	La cousine Bette	B	XVII	La Comédie Humaine	280	The Richer Bourgeoisie	Quarter	rue du Doyenné	"rue du Doyenné, Paris, France"		48.86272	2.3352	"48.86272, 2.3352"	The Marneffes live also in the rue du Doyemié		Marneffes	Marneffes
	La cousine Bette	B	XVII	La Comédie Humaine	66	The Richer Bourgeoisie	Quarter	rue du Doyenné	"rue du Doyenné, Paris, France"		48.86272	2.3352	"48.86272, 2.3352"	"Hovels of the rue du Doyenné; merchants, etc."			
	La cousine Bette	B	XVII	La Comédie Humaine	94	The Richer Bourgeoisie	Quarter	rue du Doyenné	"rue du Doyenné, Paris, France"		48.86272	2.3352	"48.86272, 2.3352"	"Hovels of the rue du Doyenné; merchants, etc."			
	La cousine Bette	B	XVII	La Comédie Humaine	113	The Richer Bourgeoisie	Quarter	rue du Doyenné	"rue du Doyenné, Paris, France"		48.86272	2.3352	"48.86272, 2.3352"	"Hovels of the rue du Doyenné; merchants, etc."			
	La cousine Bette	B	XVII	La Comédie Humaine	117	The Richer Bourgeoisie	Quarter	rue du Doyenné	"rue du Doyenné, Paris, France"		48.86272	2.3352	"48.86272, 2.3352"	"Hovels of the rue du Doyenné; merchants, etc."			
	La cousine Bette	B	XVII	La Comédie Humaine	181	The Richer Bourgeoisie	Quarter	rue du Doyenné	"rue du Doyenné, Paris, France"		48.86272	2.3352	"48.86272, 2.3352"	"Hovels of the rue du Doyenné; merchants, etc."			
	La cousine Bette	B	XVII	La Comédie Humaine	213	The Richer Bourgeoisie	Quarter	rue du Doyenné	"rue du Doyenné, Paris, France"		48.86272	2.3352	"48.86272, 2.3352"	"Hovels of the rue du Doyenné; merchants, etc."			
	La cousine Bette	B	XVII	La Comédie Humaine	254	The Richer Bourgeoisie	Quarter	rue du Doyenné	"rue du Doyenné, Paris, France"		48.86272	2.3352	"48.86272, 2.3352"	"Hovels of the rue du Doyenné; merchants, etc."			
	La cousine Bette	B	XVII	La Comédie Humaine	259	The Richer Bourgeoisie	Quarter	rue du Doyenné	"rue du Doyenné, Paris, France"		48.86272	2.3352	"48.86272, 2.3352"	"Hovels of the rue du Doyenné; merchants, etc."			
	La cousine Bette	B	XVII	La Comédie Humaine	314	The Richer Bourgeoisie	Quarter	rue du Doyenné	"rue du Doyenné, Paris, France"		48.86272	2.3352	"48.86272, 2.3352"	"Hovels of the rue du Doyenné; merchants, etc."			
	La cousine Bette	B	XVII	La Comédie Humaine	93	The Richer Bourgeoisie	Quarter	rue du Doyenné	"rue du Doyenné, Paris, France"		48.86272	2.3352	"48.86272, 2.3352"	"The Oliviers, porters of the rue du Doyenué house"		Oliviers	Oliviers
	La cousine Bette	B	XVII	La Comédie Humaine	175	The Richer Bourgeoisie	Street	rue Froidmanteau	"rue Froidmanteau, Paris, France"		48.8625	2.33666667	"48.8625, 2.33666667"	The rue Froidmanteau described; Marcosini there		Marcosini	Marcosjnj
	La cousine Bette	B	XVII	La Comédie Humaine	213	The Richer Bourgeoisie	Street	rue Froidmanteau	"rue Froidmanteau, Paris, France"		48.8625	2.33666667	"48.8625, 2.33666667"	The rue Froidmanteau described; Marcosini there		Marcosini	
	Gambara	Ga	XXVIII	La Comédie Humaine	38	The Richer Bourgeoisie	Street	rue Froidmanteau	"rue Froidmanteau, Paris, France"		48.8625	2.33666667	"48.8625, 2.33666667"	The rue Froidmanteau a disreputable Street			
	Gambara	Ga	XXVIII	La Comédie Humaine	41	The Richer Bourgeoisie	Street	rue Froidmanteau	"rue Froidmanteau, Paris, France"		48.8625	2.33666667	"48.8625, 2.33666667"	The rue Froidmanteau a disreputable Street			
	Gambara	Ga	XXVIII	La Comédie Humaine	43	The Richer Bourgeoisie	Street	rue Froidmanteau	"rue Froidmanteau, Paris, France"		48.8625	2.33666667	"48.8625, 2.33666667"	The rue Froidmanteau a disreputable Street			
	Gambara	Ga	XXVIII	La Comédie Humaine	44	The Richer Bourgeoisie	Street	rue Froidmanteau	"rue Froidmanteau, Paris, France"		48.8625	2.33666667	"48.8625, 2.33666667"	The rue Froidmanteau a disreputable Street			
	Gambara	Ga	XXVIII	La Comédie Humaine	84	The Richer Bourgeoisie	Street	rue Froidmanteau	"rue Froidmanteau, Paris, France"		48.8625	2.33666667	"48.8625, 2.33666667"	The rue Froidmanteau a disreputable Street			
	Gambara	Ga	XXVIII	La Comédie Humaine	103	The Richer Bourgeoisie	Street	rue Froidmanteau	"rue Froidmanteau, Paris, France"		48.8625	2.33666667	"48.8625, 2.33666667"	The rue Froidmanteau a disreputable Street			
	Gambara	Ga	XXVIII	La Comédie Humaine	104	The Richer Bourgeoisie	Street	rue Froidmanteau	"rue Froidmanteau, Paris, France"		48.8625	2.33666667	"48.8625, 2.33666667"	The rue Froidmanteau a disreputable Street			
	Ferragus	F	XIII	La Comédie Humaine	14	The Richer Bourgeoisie	Street	rue Froidmanteau	"rue Froidmanteau, Paris, France"		48.8625	2.33666667	"48.8625, 2.33666667"	The rue Froidmanteau described; part of the quarter of the rue du Doyeuné			
	La cousine Bette	B	XVII	La Comédie Humaine	62	The Richer Bourgeoisie	Street	rue du Musée	"rue du Musée, Paris, France"		48.8625	2.33666667	"48.8625, 2.33666667"	"The rue du Musée (rue Froidmariteau), described"			
	La cousine Bette	B	XVII	La Comédie Humaine	62	The Richer Bourgeoisie	Street	rue des Poulles	"rue des Poulles, Paris, France"		48.84388889	2.34722222	"48.84388889, 2.34722222"	"The rue des Poulles cut through the sites of old hôtels, says Balzac"			
	La cousine Bette	B	XVII	La Comédie Humaine	63	The Richer Bourgeoisie	Street	rue des Poulles	"rue des Poulles, Paris, France"		48.84388889	2.34722222	"48.84388889, 2.34722222"	"The rue des Poulles cut through the sites of old hôtels, says Balzac"			
	La cousine Bette	B	XVII	La Comédie Humaine	65	The Richer Bourgeoisie	Street	rue des Poulles	"rue des Poulles, Paris, France"		48.84388889	2.34722222	"48.84388889, 2.34722222"	"The rue des Poulles cut through the sites of old hôtels, says Balzac"			
	Splendeurs et misères des courtisanes	SCM	XXX	La Comédie Humaine	285	The Richer Bourgeoisie	Street	rue Saint-Nicaise	"rue Saint-Nicaise, Paris, France"		48.86138889	2.33388889	"48.86138889, 2.33388889"	The coup of the rue Saint-Nicaise			
	Terme d'Avril	TA!	XXI	La Comédie Humaine	59	The Richer Bourgeoisie	Street	rue Saint-Nicaise	"rue Saint-Nicaise, Paris, France"		48.86138889	2.33388889	"48.86138889, 2.33388889"	The coup of the rue Saint-Nicaise			
	Terme d'Avril	TA!	XXI	La Comédie Humaine	89	The Richer Bourgeoisie	Street	rue Saint-Nicaise	"rue Saint-Nicaise, Paris, France"		48.86138889	2.33388889	"48.86138889, 2.33388889"	The coup of the rue Saint-Nicaise			
	Splendeurs et misères des courtisanes	SMC	XV	La Comédie Humaine	124	The Richer Bourgeoisie	Street	rue de l’Autruche	"rue de l’Autruche, Paris, France"		48.86027778	2.33916667	"48.86027778, 2.33916667"	Houses near the rue Saint-Tionoré in the rue de l’Autruche			
	Splendeurs et misères des courtisanes	SCM	XXX	La Comédie Humaine	285	The Richer Bourgeoisie	Street	rue Saint Thomas-du-Louvre	"rue Saint Thomas-du-Louvre, Paris, France"		48.86027778	2.33444444	"48.86027778, 2.33444444"	The duc d’Hérouville had a house in the rue Saint Thomas-du-Louvre			
	Modeste Mignon	MM	II	La Comédie Humaine	178	The Richer Bourgeoisie	Street	rue de Washington	"rue de Washington, Paris, France"		48.87305556	2.30305556	"48.87305556, 2.30305556"	"The ""rue” de Washington (passage de Washington, between the rue Champflemi and the rue du Chantre?)"			
	Exaltation des ministres et translation de leurs restes dans les caveaux du Panthéon	EM	XXXIX	Oeuvres diverses	428	The Richer Bourgeoisie	Garden	Tuileries	"Tuileries, Paris, France"		48.86364	2.326881	"48.86364, 2.326881"	Gobseck in path of the garden of the Tuileries		Gobseck	Gobseck
	Gobseck	Gob	V	La Comédie Humaine	436	The Richer Bourgeoisie	Street	impasse du Doyenné	"impasse du Doyenné, Paris, France"		48.861944	2.332778	"48.861944, 2.332778"	The impasse du Doyenné			
	La cousine Bette	B	XVII	La Comédie Humaine	62	The Richer Bourgeoisie	Street	impasse du Doyenné	"impasse du Doyenné, Paris, France"		48.861944	2.332778	"48.861944, 2.332778"	The impasse du Doyenné			
	La cousine Bette	B	XVII	La Comédie Humaine	 	The Richer Bourgeoisie	Square	place du Carrousel	"place du Carrousel, Paris, France"		48.86194	2.33278	"48.86194, 2.33278"	The review in the place du Carrousel described			
	La femme de trente ans	FTA	VI	La Comédie Humaine	6	The Richer Bourgeoisie	Square	place du Carrousel	"place du Carrousel, Paris, France"		48.86194	2.33278	"48.86194, 2.33278"	The place du Carrousel			
	La femme de trente ans	FTA	VI	La Comédie Humaine	7	The Richer Bourgeoisie	Square	place du Carrousel	"place du Carrousel, Paris, France"		48.86194	2.33278	"48.86194, 2.33278"	The place du Carrousel			
	La femme de trente ans	FTA	VI	La Comédie Humaine	8	The Richer Bourgeoisie	Square	place du Carrousel	"place du Carrousel, Paris, France"		48.86194	2.33278	"48.86194, 2.33278"	The place du Carrousel			
	La femme de trente ans	FTA	VI	La Comédie Humaine	9	The Richer Bourgeoisie	Square	place du Carrousel	"place du Carrousel, Paris, France"		48.86194	2.33278	"48.86194, 2.33278"	The place du Carrousel			
	La femme de trente ans	FTA	VI	La Comédie Humaine	15	The Richer Bourgeoisie	Square	place du Carrousel	"place du Carrousel, Paris, France"		48.86194	2.33278	"48.86194, 2.33278"	The place du Carrousel			
	La duchesse de Langeais	DL	XIII	La Comédie Humaine	292	The Richer Bourgeoisie	Square	place du Carrousel	"place du Carrousel, Paris, France"		48.86194	2.33278	"48.86194, 2.33278"	Hulot and Hortense in the place du Carrousel		Hulot::Hoetense	"Hulot, Hoetense"
	La cousine Bette	B	XVII	La Comédie Humaine	"93, 101."	The Richer Bourgeoisie	Square	the Carrousel	"the Carrousel, Paris, France"		48.86194	2.33278	"48.86194, 2.33278"	The rue du Doyenné dishonors the Louvre and the Carrousel		Louvre	Louvre
	La cousine Bette	B	XVII	La Comédie Humaine	130	The Richer Bourgeoisie	Square	the Carrousel	"the Carrousel, Paris, France"		48.86194	2.33278	"48.86194, 2.33278"	Spectators along the grille of the Carrousel			
	La femme de trente ans	FTA	VI	La Comédie Humaine	9	The Richer Bourgeoisie	Square	the Carrousel	"the Carrousel, Paris, France"		48.86194	2.33278	"48.86194, 2.33278"	The omnibus may be taken at the Carrousel			
	Correspondence	C	I	Correspondence	464	The Richer Bourgeoisie	Quay	place du Château-d’Eau 	"place du Château-d’Eau , Paris, France"	Palais-Royal	48.852615	2.362350	"48.852615, 2.362350"	Vautrin takes a cab at the place du Château-d’Eau (du Palais-Royal)		Vautrin	Vautrin
	Splendeurs et misères des courtisanes	SMC	XV	La Comédie Humaine	197	The Richer Bourgeoisie	Palace	place du Palais-Royal	"place du Palais-Royal, Paris, France"	Palais-Royal	48.852615	2.362350	"48.852615, 2.362350"	Andrea Marcosini at the place du Palais-Royal		Andrea	Andrea
	Gambara	Ga	XXVIII	La Comédie Humaine	38	The Richer Bourgeoisie	Palace	place du Palais-Royal	"place du Palais-Royal, Paris, France"	Palais-Royal	48.852615	2.362350	"48.852615, 2.362350"	Hulot goes to the place du Palais-Royal		Hulot	Hulot
	La cousine Bette	B	XVII	La Comédie Humaine	380	The Richer Bourgeoisie	Palace	The cour des Tuileries	"The cour des Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Chains and posts of the cour des Tuileries			
	La femme de trente ans	FTA	VI	La Comédie Humaine	8	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Philippe present at the last Tuileries review		Philippe	Philippe
	La rabouilleuse	R 	 IX	La Comédie Humaine	280	The Richer Bourgeoisie		Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	La Petite Provence tries to explain everything		La Petite	La Petite
	La Rabouilleuse	R	IX	La Comédie Humaine	396	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Review at the Tuileries			
	La femme de trente ans	FTA	VI	La Comédie Humaine	5	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	Count de Fontaine crosses the court of the Tuileries			
	Le bal de Sceaux	BS	I	La Comédie Humaine	77	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	De Marsay in the garden of the Tuileries		De Marsay	De Marsay
	La fille aux yeux d'or	FYO	XIII	La Comédie Humaine	339	The Richer Bourgeoisie	Palace	Tuileries	"Tuileries, Paris, France"		48.862222	2.3325	"48.862222, 2.3325"	A woman who goes to the garden of the Tuileries on Sunday does not have good social rank			
